match_id,assist,champion_level,champion_id,champion_name,dmg_to_turrets,deaths,first_blood,first_tower,gold_spend,item0,item1,item2,item3,item4,item5,item6,item0_name,item1_name,item2_name,item3_name,item4_name,item5_name,item6_name,kills,participate_id,sumoner_level,id,team_position,total_damage,total_damage_taken,minions_killed,turret_kills,win,league_id,queue_type,tier,division,id,account_id,puuid,name,points,wins,loses,veteran,inactive,freshBlood,streak
NA1_4588757214,8,16,136,AurelionSol,1679,3,1,0,11500,6657,3020,3040,3116,3191,1082,3363,Rod of Ages,Sorcerer's Shoes,Seraph's Embrace,Rylai's Crystal Scepter,Seeker's Armguard,Dark Seal,Farsight Alteration,8,8,903,oVwmPWgOTtibIQrHbi9gmBHoUKFNWNa108riQ67QiFv7dDER,BOTTOM,30521,26967,194,0,1,4954c774-c1a8-479a-8479-28e1c666a701,RANKED_SOLO_5x5,DIAMOND,I,oVwmPWgOTtibIQrHbi9gmBHoUKFNWNa108riQ67QiFv7dDER,CoDQI7HY-8JbgzvhDOgUVj2StuxbgmaN2lK4nCSMOQPFim3Fg9_SJoZg,BnKzkgiH-2NZ3nAbytYgCSqts0JbzxVXBLThOFBH2DrWHD_nuchJcCvPFkC2mFtHpa4-vk8oCGKOpg,Ember,34,16,11,0,0,0,0
NA1_4576593719,5,12,86,Garen,1532,0,0,0,5700,6630,1054,2031,3067,3158,0,3340,Goredrinker,Doran's Shield,Refillable Potion,Kindlegem,Ionian Boots of Lucidity,No item,Stealth Ward,3,3,712,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,MIDDLE,5869,12480,137,1,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4582946861,5,15,86,Garen,3018,2,0,0,11850,6631,3123,3193,3071,3158,0,3340,Stridebreaker,Executioner's Calling,Gargoyle Stoneplate,Black Cleaver,Ionian Boots of Lucidity,No item,Stealth Ward,7,3,717,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,MIDDLE,14583,28821,211,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4585705846,3,14,80,Pantheon,1005,0,0,0,8350,6630,3158,1055,1083,3071,0,3340,Goredrinker,Ionian Boots of Lucidity,Doran's Blade,Cull,Black Cleaver,No item,Stealth Ward,4,6,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,17787,14289,154,0,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586869516,3,16,86,Garen,8485,3,0,1,12050,6631,3161,3123,3071,3158,0,3340,Stridebreaker,Spear Of Shojin,Executioner's Calling,Black Cleaver,Ionian Boots of Lucidity,No item,Stealth Ward,5,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,11651,19977,213,4,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587032248,0,1,86,Garen,0,0,0,0,500,2003,1028,0,0,0,0,3340,Health Potion,Ruby Crystal,No item,No item,No item,No item,Stealth Ward,0,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,79,149,0,0,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587804638,9,18,86,Garen,4618,4,0,0,16000,6631,3009,3193,3071,3161,3044,3364,Stridebreaker,Boots of Swiftness,Gargoyle Stoneplate,Black Cleaver,Spear Of Shojin,Phage,Oracle Lens,16,9,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,BOTTOM,29379,44001,192,2,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587957284,1,12,86,Garen,3459,0,0,0,2600,3158,1054,3123,1036,0,0,3340,Ionian Boots of Lucidity,Doran's Shield,Executioner's Calling,Long Sword,No item,No item,Stealth Ward,2,6,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,11866,9252,145,1,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587980606,2,14,86,Garen,2738,3,0,0,7950,6630,3067,3133,3158,1029,3123,3340,Goredrinker,Kindlegem,Caulfield's Warhammer,Ionian Boots of Lucidity,Cloth Armor,Executioner's Calling,Stealth Ward,2,1,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,9779,22295,178,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4588052950,10,12,111,Nautilus,67,14,1,0,6350,3860,3075,3190,0,0,3158,3364,Bulwark of the Mountain,Thornmail,Locket of the Iron Solari,No item,No item,Ionian Boots of Lucidity,Oracle Lens,2,5,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,UTILITY,6759,31138,31,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4588073465,6,13,234,Viego,289,9,0,0,10600,1011,3123,0,3153,6672,3158,3364,Giant's Belt,Executioner's Calling,No item,Blade of The Ruined King,Kraken Slayer,Ionian Boots of Lucidity,Oracle Lens,8,7,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,JUNGLE,15034,31603,17,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4588758531,0,12,240,Kled,131,5,0,0,5000,3074,1055,1001,3123,0,0,3340,Ravenous Hydra,Doran's Blade,Boots,Executioner's Calling,No item,No item,Stealth Ward,1,6,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,9471,19185,101,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4588781451,7,14,240,Kled,5766,4,1,0,11775,6692,3033,3009,3074,1037,0,3340,Eclipse,Mortal Reminder,Boots of Swiftness,Ravenous Hydra,Pickaxe,No item,Stealth Ward,8,6,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,19621,28694,173,2,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4588857475,14,17,53,Blitzcrank,0,6,0,0,14500,6671,6675,3156,3009,3033,0,3364,Galeforce,Navori Quickblades,Maw of Malmortius,Boots of Swiftness,Mortal Reminder,No item,Oracle Lens,8,7,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,JUNGLE,31043,37684,90,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4588861875,0,1,53,Blitzcrank,0,0,0,0,500,0,1102,0,0,0,0,3340,No item,Gustwalker Hatchling,No item,No item,No item,No item,Stealth Ward,0,2,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,JUNGLE,52,796,0,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589058388,27,17,39,Irelia,764,12,0,1,13250,6630,2051,3153,3111,3748,3155,2052,Goredrinker,Guardian's Horn,Blade of The Ruined King,Mercury's Treads,Titanic Hydra,Hexdrinker,Poro-Snax,8,5,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,,25765,41166,83,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589081403,33,18,777,Yone,242,13,1,0,14650,6662,3006,3193,3153,3071,0,2052,Iceborn Gauntlet,Berserker's Greaves,Gargoyle Stoneplate,Blade of The Ruined King,Black Cleaver,No item,Poro-Snax,14,10,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,,30296,32873,39,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589104661,12,17,41,Gangplank,0,10,0,0,13050,3508,3158,3031,3036,6691,0,2052,Essence Reaver,Ionian Boots of Lucidity,Infinity Edge,Lord Dominik's Regards,Duskblade of Draktharr,No item,Poro-Snax,10,5,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,,29781,28407,106,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589137971,10,15,166,Akshan,173,8,0,0,11400,6673,3111,3072,3031,1042,0,2052,Immortal Shieldbow,Mercury's Treads,Bloodthirster,Infinity Edge,Dagger,No item,Poro-Snax,10,9,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,,18236,17716,28,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589150664,21,18,136,AurelionSol,907,7,0,0,15100,3040,6657,3102,3020,3135,3116,2052,Seraph's Embrace,Rod of Ages,Banshee's Veil,Sorcerer's Shoes,Void Staff,Rylai's Crystal Scepter,Poro-Snax,19,9,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,,34502,25048,109,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589180449,23,18,86,Garen,3013,8,0,0,14700,6630,3065,4401,3111,3071,1033,2052,Goredrinker,Spirit Visage,Force of Nature,Mercury's Treads,Black Cleaver,Null-Magic Mantle,Poro-Snax,25,10,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,,50141,60847,72,4,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4589509308,3,15,86,Garen,1877,4,0,0,9100,6630,1054,3158,3123,3071,1033,3340,Goredrinker,Doran's Shield,Ionian Boots of Lucidity,Executioner's Calling,Black Cleaver,Null-Magic Mantle,Stealth Ward,3,6,721,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,10493,28351,181,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
