match_id,assist,champion_level,champion_id,champion_name,dmg_to_turrets,deaths,first_blood,first_tower,gold_spend,item0,item1,item2,item3,item4,item5,item6,item0_name,item1_name,item2_name,item3_name,item4_name,item5_name,item6_name,kills,participate_id,sumoner_level,id,team_position,total_damage,total_damage_taken,minions_killed,turret_kills,win,league_id,queue_type,tier,division,id,account_id,puuid,name,points,wins,loses,veteran,inactive,freshBlood,streak
NA1_4590421959,17,16,157,Yasuo,1653,6,1,0,15050,3072,0,6333,6673,3031,3006,3363,Bloodthirster,No item,Death's Dance,Immortal Shieldbow,Infinity Edge,Berserker's Greaves,Farsight Alteration,10,4,134,CKRR9Leu03lKehnnPKYXGN5qE1iOdYvCHV88tiOQNuSEf4iZ,BOTTOM,31762,29065,220,1,1,1af88499-6296-439e-a8e6-4c2a69abf1c1,RANKED_SOLO_5x5,DIAMOND,I,CKRR9Leu03lKehnnPKYXGN5qE1iOdYvCHV88tiOQNuSEf4iZ,IUop1WaebDAHwXAuw2g6r1yMUcZJsq5mleCFtKYTfjFpB2QOvqb52Dm3,NbLkELl6uc3XzDeOlrBDhy75qDdz-rt1gLF598Bj3b-1mHAgGPA1j60rkJNk3YDGe_8-B6kAHaObAQ,Sörde,1,6,2,0,0,1,1
NA1_4588757214,8,16,136,AurelionSol,1679,3,1,0,11500,6657,3020,3040,3116,3191,1082,3363,Rod of Ages,Sorcerer's Shoes,Seraph's Embrace,Rylai's Crystal Scepter,Seeker's Armguard,Dark Seal,Farsight Alteration,8,8,903,oVwmPWgOTtibIQrHbi9gmBHoUKFNWNa108riQ67QiFv7dDER,BOTTOM,30521,26967,194,0,1,4954c774-c1a8-479a-8479-28e1c666a701,RANKED_SOLO_5x5,DIAMOND,I,oVwmPWgOTtibIQrHbi9gmBHoUKFNWNa108riQ67QiFv7dDER,CoDQI7HY-8JbgzvhDOgUVj2StuxbgmaN2lK4nCSMOQPFim3Fg9_SJoZg,BnKzkgiH-2NZ3nAbytYgCSqts0JbzxVXBLThOFBH2DrWHD_nuchJcCvPFkC2mFtHpa4-vk8oCGKOpg,Ember,34,16,11,0,0,0,0
NA1_4589446836,2,12,38,Kassadin,2364,2,0,0,7385,3003,1052,6657,0,1054,1001,3364,Archangel's Staff,Amplifying Tome,Rod of Ages,No item,Doran's Shield,Boots,Oracle Lens,3,3,62,B12HiBrpwOTn-zVmGKoO1fNKNJAuiyghDn91zCQekO3rcExb,MIDDLE,4470,13441,137,0,0,814302c5-2595-4043-b370-08a91142f951,RANKED_SOLO_5x5,DIAMOND,I,B12HiBrpwOTn-zVmGKoO1fNKNJAuiyghDn91zCQekO3rcExb,TXz4p7aEGzm4eMAQ7AbB9HlQfH5s5QCJyTh_94Yu6AYE-l-jI7RHc0de,lQWaG6ksebpsMSuKIQ34casCgkSv9tnsJQGIhTMWN7eVM5804UEuQ2vF323agGSuohfK1Tf7sYllcQ,poppys hairy vág,75,87,64,0,0,1,0
NA1_4590254117,6,18,86,Garen,3993,4,0,0,12580,3033,6631,3006,1031,3046,3066,3364,Mortal Reminder,Stridebreaker,Berserker's Greaves,Chain Vest,Phantom Dancer,Winged Moonplate,Oracle Lens,12,3,62,B12HiBrpwOTn-zVmGKoO1fNKNJAuiyghDn91zCQekO3rcExb,MIDDLE,31648,32256,222,2,1,814302c5-2595-4043-b370-08a91142f951,RANKED_SOLO_5x5,DIAMOND,I,B12HiBrpwOTn-zVmGKoO1fNKNJAuiyghDn91zCQekO3rcExb,TXz4p7aEGzm4eMAQ7AbB9HlQfH5s5QCJyTh_94Yu6AYE-l-jI7RHc0de,lQWaG6ksebpsMSuKIQ34casCgkSv9tnsJQGIhTMWN7eVM5804UEuQ2vF323agGSuohfK1Tf7sYllcQ,poppys hairy vág,75,87,64,0,0,1,0
NA1_4576593719,5,12,86,Garen,1532,0,0,0,5700,6630,1054,2031,3067,3158,0,3340,Goredrinker,Doran's Shield,Refillable Potion,Kindlegem,Ionian Boots of Lucidity,No item,Stealth Ward,3,3,712,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,MIDDLE,5869,12480,137,1,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4581916079,4,15,86,Garen,0,2,0,0,9850,6631,3105,3123,3071,3158,0,3340,Stridebreaker,Aegis of the Legion,Executioner's Calling,Black Cleaver,Ionian Boots of Lucidity,No item,Stealth Ward,3,6,715,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,10928,23331,198,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4582671027,0,11,86,Garen,2267,5,0,0,6450,6631,1036,3123,3158,0,1028,3340,Stridebreaker,Long Sword,Executioner's Calling,Ionian Boots of Lucidity,No item,Ruby Crystal,Stealth Ward,3,8,716,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,MIDDLE,9407,14283,155,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4582946861,5,15,86,Garen,3018,2,0,0,11850,6631,3123,3193,3071,3158,0,3340,Stridebreaker,Executioner's Calling,Gargoyle Stoneplate,Black Cleaver,Ionian Boots of Lucidity,No item,Stealth Ward,7,3,717,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,MIDDLE,14583,28821,211,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4585490886,11,17,80,Pantheon,2623,2,0,0,12225,6630,3161,1029,0,3158,3071,3340,Goredrinker,Spear Of Shojin,Cloth Armor,No item,Ionian Boots of Lucidity,Black Cleaver,Stealth Ward,4,6,718,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,20660,24602,207,2,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4585705846,3,14,80,Pantheon,1005,0,0,0,8350,6630,3158,1055,1083,3071,0,3340,Goredrinker,Ionian Boots of Lucidity,Doran's Blade,Cull,Black Cleaver,No item,Stealth Ward,4,6,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,17787,14289,154,0,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586014441,2,14,80,Pantheon,6882,0,0,0,9280,6630,3071,3123,3158,0,0,3340,Goredrinker,Black Cleaver,Executioner's Calling,Ionian Boots of Lucidity,No item,No item,Stealth Ward,6,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,11127,11336,151,5,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586214036,4,14,80,Pantheon,2446,6,0,0,9330,6630,3158,1036,3071,1083,1036,3340,Goredrinker,Ionian Boots of Lucidity,Long Sword,Black Cleaver,Cull,Long Sword,Stealth Ward,2,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,15473,27450,171,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586869516,3,16,86,Garen,8485,3,0,1,12050,6631,3161,3123,3071,3158,0,3340,Stridebreaker,Spear Of Shojin,Executioner's Calling,Black Cleaver,Ionian Boots of Lucidity,No item,Stealth Ward,5,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,11651,19977,213,4,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586889522,0,13,86,Garen,646,1,0,0,8050,6630,3071,3158,1029,1029,0,3340,Goredrinker,Black Cleaver,Ionian Boots of Lucidity,Cloth Armor,Cloth Armor,No item,Stealth Ward,1,6,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,8062,11202,209,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586912480,4,16,86,Garen,5788,3,0,1,11000,6630,3071,3193,3158,0,1036,3340,Goredrinker,Black Cleaver,Gargoyle Stoneplate,Ionian Boots of Lucidity,No item,Long Sword,Stealth Ward,5,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,17693,22474,220,3,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586915824,0,1,80,Pantheon,0,0,0,0,500,2031,1036,0,0,0,0,3340,Refillable Potion,Long Sword,No item,No item,No item,No item,Stealth Ward,0,6,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,0,0,0,0,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4586960204,0,16,86,Garen,3247,6,0,0,11750,6630,3158,3193,3071,3133,0,3340,Goredrinker,Ionian Boots of Lucidity,Gargoyle Stoneplate,Black Cleaver,Caulfield's Warhammer,No item,Stealth Ward,6,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,22350,38748,235,1,0,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587032248,0,1,86,Garen,0,0,0,0,500,2003,1028,0,0,0,0,3340,Health Potion,Ruby Crystal,No item,No item,No item,No item,Stealth Ward,0,1,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,79,149,0,0,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587068567,8,17,86,Garen,9029,1,0,0,10000,6631,3158,3067,3071,1054,3105,3340,Stridebreaker,Ionian Boots of Lucidity,Kindlegem,Black Cleaver,Doran's Shield,Aegis of the Legion,Stealth Ward,4,6,719,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,16488,28291,207,6,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587163016,6,18,86,Garen,3611,8,0,0,13175,6630,3158,3193,3071,3044,1037,3340,Goredrinker,Ionian Boots of Lucidity,Gargoyle Stoneplate,Black Cleaver,Phage,Pickaxe,Stealth Ward,5,1,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,14979,43527,188,4,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587804638,9,18,86,Garen,4618,4,0,0,16000,6631,3009,3193,3071,3161,3044,3364,Stridebreaker,Boots of Swiftness,Gargoyle Stoneplate,Black Cleaver,Spear Of Shojin,Phage,Oracle Lens,16,9,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,BOTTOM,29379,44001,192,2,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
NA1_4587878657,3,17,86,Garen,10233,1,0,1,12900,6630,3161,3105,3158,3071,1029,3340,Goredrinker,Spear Of Shojin,Aegis of the Legion,Ionian Boots of Lucidity,Black Cleaver,Cloth Armor,Stealth Ward,12,6,720,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,TOP,23061,28497,270,6,1,9c8422dd-4fce-344c-832e-e907c73f7935,RANKED_SOLO_5x5,CHALLENGER,I,_3dwINusn9Nq_47CCUx06nDkBaAQQsMrc4LTaP1LBjQxfGM,Lh5NHIgoNi98RSipVKptEQjgVScErjuRDmkWfww01Emelig,Qe8KauIK0Ix16cifmdNmDYoaQjpL4P1SD_CD08FsHEjbpjT5e18OWvUz0I5zfthpQeDaEZYn9Bh6ug,I am Súnlight,956,114,88,0,0,0,0
